vehicleID
6784381
4677188
8356441
7755655
6357456
8194974
7823456
6357465
6357332
7376826
4955008
6383474
6769153
5782980
5766446
8683782
6923440
4945223
4268483
7000231
8436175
6357484
8894756
5260844
6703139
4238894
8684538
4954903
6357419
4451683
8142124
5393080
6820199
7047357
4268470
6357527
7920973
8955659
8533728
8371510
6357760
4263127
5819031
7011551
6769520
6632595
8412469
8973037
4268484
5505216
6391552
8609715
6582662
5266103
6357734
6357574
5031967
6357547
6707403
6696402
4268502
6403390
7500016
8135678
6357569
8960350
6736758
6701908
6383468
6820190
4302274
8395383
4264731
5405934
6082189
7108759
4264643
6703176
4993187
7629586
7039974
7469429
5272639
4671132
4562675
4262049
8442602
5671165
7070088
6703196
6626741
5320379
6677995
7605760
7054619
4404898
7810783
4262022
7430099
7088974
6251744
5232951
8356530
7119613
7009305
4264468
4869628
5694621
6703120
6787150
8400379
8466413
6819957
8357386
5393026
8467871
7402301
8571144
6769143
5239087
6357459
8371515
6703204
8930135
6357323
4664949
6714706
7489912
6673302
6446480
6179600
6357431
5171805
4247567
4666146
6075378
8963684
6643258
5970453
8930309
8869911
4247563
6710343
4564036
8356038
7719300
6924159
6357460
8362475
6330261
4262941
5206963
6706205
6082942
6925459
6357357
4947710
6769101
4264730
6357461
6186690
4854114
8382382
6606863
6041447
7093753
8443387
6769097
4263169
6378911
6023263
4247598
5764670
7376720
4262243
5808603
8450558
8173133
6769538
9023362
4265118
8356028
8357230
8357225
8804657
6357378
4264545
6765759
6707397
7632506
5374829
7436827
6357777
7910090
6377693
7270488
8371456
5495991
6650683
6357513
5671077
6918435
4498900
7080829
7006138
6357722
4264685
4262236
5505324
6756345
6357518
7084086
8357471
6985693
7622944
6292198
7611463
5639097
6495537
4419087
6703205
5043775
8436187
8837501
8053608
8220335
4262963
6076458
8412345
8537648
7761969
6357549
8357055
6357743
5393031
6925461
8356024
4280439
6043223
7101269
6867738
6370903
8371200
8512898
8357272
6238443
8895795
6357792
8975054
6296562
5260845
7449173
6357736
4955017
6357654
6867640
7401910
6701919
5441083
6707384
8356077
6703119
5986321
5156432
8400607
6944846
6696449
7735104
6560876
8372600
6641090
6820160
6820221
6924126
6761002
4945483
6357711
5000430
6440669
6357500
6613423
8581941
6357650
6820200
8356057
8592088
8957191
6497510
7333057
8923673
5686264
6357336
6357776
4745902
6769513
7666439
8362452
4904327
4265303
8335044
8371444
8945884
6357745
6383450
7923442
7376958
8357318
5390198
5030326
7475614
5239111
6023689
6377644
6701921
4247559
7876882
8357434
6769146
8414430
5253134
7084107
6377676
4264725
5010554
7047226
7111726
4262006
6357788
7528646
8575829
6357469
7628274
8356526
6679138
5393032
4279033
4635613
6820215
7924962
4247553
6696407
5251323
4325904
5742035
6971277
7263196
8137274
8184421
7002647
4262030
8393727
8917335
8800689
4262838
5467436
6703183
6769117
4280399
5882894
8136034
5727232
8155353
8176737
7229821
6769456
6703155
7579643
7382827
8356023
5080587
4263363
6357306
6782552
6784416
7671649
6202076
4263034
9017889
8912806
6357455
7146035
8163369
7325846
7402149
5320214
5046784
8357500
8736805
4628680
